,CandidateID,Designation,Graduation,Qualification,Experience,Industry,Previous_Organizations,Incentive,Source,Ticket_Size,Family_Members,Earning_Members,Dependent_Members,Department,DOJ,Location,R_Pincode,B_Pincode,Performance,current / saving account [casa],current account â saving account/others,msme / sme loan,housing loan,others,used car loan,personal loan,fmcg,loan against property/ secured business loan,car loan / used car loan,unsecure business loan,Days_passed,R_District,R_Region,R_State,B_District,B_Region,B_State,Distance_Kilometers,R_Population,R_Density,B_Population,B_Density,Company_1,Company_2,assamese,bengali,gujarati,hindi,kannada,kashmiri,konkani,malayalam,manipuri,marathi,nepali,oriya,punjabi,sanskrit,english,sindhi,tamil,telugu,urdu,bodo,santhali,maithili,dogri,Skill,Skill_count
10,emp0689,dst,full time,graduate,3.0,nbfc,2.0,12000,direct application,2000000,6,2.0,5,secured business loan,2022-07-07,6252,202001,202001.0,1,0,0,1,1,0,0,0,0,0,0,0,643,aligarh,agra region,uttar pradesh,aligarh,agra region,uttar pradesh,-1.0,3673849.0,1007.0,3673849.0,1007.0,Indiabulls,Indiabulls_Housing_Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['finance', 'marketing', 'ip', 'sales', 'retail', nan]",6
11,emp0426,dst,full time,graduate,2.0,insurance,2.0,8000,referral,150000,4,0.0,3,affordable housing,2023-01-30,6341,504206,504208.0,1,0,0,0,1,0,0,0,0,0,0,0,436,mancherial,hyderabad region,telangana,mancherial,hyderabad region,telangana,31.836339891384903,807037.0,201.0,807037.0,201.0,Reliance_Life_Insurance,Reliance_General_Insurance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['engineering', 'sales', 'life insurance', 'insurance', 'communication']",5
12,emp0268,dst,full time,post graduate,7.0,banking,6.0,8000,referral,2000000,2,1.0,1,sales,2023-05-10,6048,621204,620001.0,0,0,0,0,1,0,0,0,0,0,0,0,336,tiruchirappalli,"central region, trichirapalli",tamil nadu,tiruchirappalli,"central region, trichirapalli",tamil nadu,16.6179302740482,2713858.0,602.0,2713858.0,602.0,Indian_2,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['management', 'finance', 'ip', 'engineering', 'sales', 'customer service', nan]",7
13,emp0124,dst,full time,graduate,9.0,nbfc,4.0,12000,direct application,1000000,4,1.0,2,business loans,2021-10-11,6225,462023,462011.0,0,0,0,1,0,0,0,1,0,0,0,0,912,bhopal,divreportingcircle,madhya pradesh,bhopal,divreportingcircle,madhya pradesh,2.7332670187921493,2368145.0,854.0,2368145.0,854.0,Fullerton_India_Credit_Company_Limited,careratings,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['finance', 'ip', 'engineering', 'sales', 'research', 'java', 'credit', 'networking', 'training', 'leadership', nan]",11
14,emp0230,dst,part time,graduate,15.0,others,4.0,0,referral,150000,4,1.0,3,affordable housing,2023-09-28,6038,600032,600061.0,1,0,0,0,0,0,0,0,1,0,0,0,195,chennai,chennai city region,tamil nadu,chennai,chennai city region,tamil nadu,77.44351630854197,7139882.0,17000.0,7139882.0,17000.0,Royal_Orchid_Hotels,linkedin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['management', 'powerpoint', 'export', 'finance', 'ip', 'sales', 'hospitality', 'customer relations', 'banking', 'crm', 'social media', 'insurance', 'ssis', nan]",14
15,emp0206,dst,full time,graduate,2.5,nbfc,2.0,5000,referral,1000000,6,2.0,0,secured business loan,2023-03-04,6040,635804,623006.0,1,0,0,1,0,0,0,0,0,0,0,0,403,vellore,"western region, coimbatore",tamil nadu,unknown,unknown,unknown,-1.0,1614242.0,776.0,,,prayaancapital,prayaancapital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,['ip'],1
16,emp0174,dst,full time,graduate,6.0,banking,2.0,12000,consultant / partners,0,4,2.0,2,secured business loan,2021-11-15,6059,636004,636004.0,0,0,0,0,0,1,0,0,0,0,0,0,877,salem,"western region, coimbatore",tamil nadu,salem,"western region, coimbatore",tamil nadu,-1.0,3480008.0,663.0,3480008.0,663.0,Kotak_Mahindra_Bank,wikiwand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['management', 'marketing', 'ip', 'sales', 'relocation', 'training', 'ssis']",7
17,emp0593,dst,full time,graduate,6.0,nbfc,4.0,12000,referral,350000,4,0.0,3,business loans,2022-06-13,6004,534312,533101.0,0,0,0,0,1,1,0,0,0,0,0,0,667,west godavari,vijayawada region,andhra pradesh,east godavari,visakhapatnam region,andhra pradesh,34.359705111981725,1780000.0,817.3,1832300.0,715.46,isfc,isfc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['finance', nan]",2
18,emp0548,dst,full time,post graduate,5.0,nbfc,4.0,5000,others,1000000,6,3.0,3,affordable housing,2023-02-23,6347,635710,635601.0,0,0,0,1,1,0,0,0,0,0,0,0,412,tirupathur,"western region, coimbatore",tamil nadu,tirupathur,"western region, coimbatore",tamil nadu,-1.0,,,,,vistaarfinance,ambitionbox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['energy', 'finance', 'sales', nan]",4
19,emp0448,dst,full time,post graduate,5.0,banking,6.0,5000,advertisement / job portal,50000,4,1.0,4,mass affluent housing,2023-06-02,6299,221104,110095.0,1,0,0,1,1,0,0,0,0,0,0,0,313,varanasi,varanasi region,uttar pradesh,shahdara,divreportingcircle,delhi,678.1717287055521,3682194.0,2399.0,,,icicisecurities,ICICI_Bank,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['finance', 'ip', 'sales', 'real estate', 'java', 'javascript', nan, 'securities']",8
20,emp0407,dst,full time,post graduate,8.0,nbfc,2.0,5000,consultant / partners,150000,4,1.0,3,affordable housing,2022-11-21,6130,302131,302001.0,1,0,0,1,0,0,0,0,0,0,0,0,506,unknown,unknown,unknown,jaipur,divreportingcircle,rajasthan,-1.0,,,6626178.0,595.0,linkedin,ayefin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['finance', 'ip', 'sales', nan]",4
21,emp0659,dst,full time,graduate,7.0,nbfc,4.0,12000,consultant / partners,350000,4,0.0,3,affordable housing,2023-03-30,6089,586103,586101.0,0,0,0,0,1,1,0,0,0,0,0,0,377,vijayapura,north karnataka region,karnataka,vijayapura,north karnataka region,karnataka,1.4819058474445783,,,,,HDFC_Life,Bajaj_Finserv,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"['management', 'finance', 'marketing', 'ip', 'recruiting', 'sales', 'credit', 'customer service', 'life insurance', 'insurance', 'training', 'communication', nan]",13
22,emp0677,dst,full time,graduate,3.0,nbfc,2.0,5000,referral,1000000,6,2.0,4,sales,2021-12-29,6105,571134,570004.0,1,0,0,0,0,1,1,0,0,0,0,0,833,mysuru,south karnataka region,karnataka,mysuru,south karnataka region,karnataka,40.981956238951,,,,,Mahindra_%26_Mahindra_Financial_Services_Limited,Mahindra_%26_Mahindra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['loans', nan, 'securities']",3
23,emp0781,dst,full time,graduate,0.0,nbfc,0.0,5000,referral,750000,6,,2,budget housing,2023-09-03,6023,509409,500062.0,1,0,0,0,1,0,0,0,0,0,0,0,220,mahabubnagar,hyderabad region,telangana,medchal malkajgiri,hyderabad city region,telangana,-1.0,,,,,Naan,Naan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['finance', 'ip', 'sales', 'credit', nan]",5
24,emp0251,dst,full time,graduate,3.0,nbfc,2.0,5000,referral,350000,4,1.0,3,mass affluent housing,2023-10-16,6431,603110,603103.0,0,0,0,1,1,0,0,1,0,0,0,0,177,chengalpattu,chennai city region,tamil nadu,chengalpattu,chennai city region,tamil nadu,17.178115656202753,2556244.0,868.0,2556244.0,868.0,HDFC_Bank,hdbfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['finance', 'ip', 'sales', 'security', 'communication', nan]",6
25,emp0683,dst,full time,post graduate,5.0,nbfc,2.0,12000,referral,1000000,4,3.0,1,mass affluent housing,2022-09-15,6355,754130,753012.0,0,0,0,1,1,0,0,0,0,0,0,0,573,cuttack,divreportingcircle,odisha,cuttack,divreportingcircle,odisha,27.63619548607146,2618708.0,666.0,2618708.0,666.0,Shriram_Group,shriramfortune,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"['management', 'finance', 'marketing', 'ip', 'sales', 'teamwork', 'financial services', 'analysis', 'human resources', 'business development', 'ssis', nan, 'customer satisfaction', 'sales process']",14
26,emp0745,dst,full time,graduate,5.083333333,nbfc,4.0,5000,referral,50000,2,,2,business loans,2022-09-26,2241,110059,110055.0,0,0,0,0,0,0,0,0,0,0,0,1,562,west,divreportingcircle,delhi,central,divreportingcircle,delhi,15.766382034729553,,,,,Naan,Naan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sales', 'communication', nan]",3
27,emp0117,dst,full time,graduate,7.0,nbfc,2.0,12000,referral,2000000,4,0.0,5,business loans,2022-07-07,6115,382418,380009.0,0,0,0,1,0,0,0,0,0,0,0,0,643,ahmadabad,ahmedabad hq region,gujarat,ahmadabad,ahmedabad hq region,gujarat,8.603996758236418,,,,,linkedin,Prem_(director),0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['sales'],1
28,emp0705,dst,part time,graduate,8.0,banking,4.0,8000,advertisement / job portal,1000000,2,1.0,2,business loans,2021-04-10,2088,400037,400063.0,1,0,0,1,0,0,0,1,0,0,0,0,1096,mumbai,mumbai region,maharashtra,mumbai suburban,mumbai region,maharashtra,16.10242960773047,,,9332481.0,21000.0,RBL_Bank,rblbank,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['management', 'general insurance', 'marketing', 'ip', 'event management', 'sales', 'financial services', 'banking', 'insurance', 'retail', nan]",11
29,emp0578,dst,full time,graduate,4.0,nbfc,2.0,5000,referral,2000000,2,1.0,1,affordable housing,2023-06-04,2092,110062,122016.0,0,0,0,0,1,1,0,0,0,0,0,0,311,south,divreportingcircle,delhi,gurugram,divreportingcircle,haryana,16.054680863643256,,,1514085.0,1241.0,Indiabulls,Sameer_Gehlaut,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['management', 'finance', 'ip', nan]",4
30,emp0477,dst,full time,post graduate,6.0,nbfc,4.0,12000,consultant / partners,2000000,4,1.0,2,mass affluent housing,2021-11-29,6256,226025,226010.0,0,0,0,1,1,0,0,0,0,0,0,0,863,lucknow,lucknow  hq region,uttar pradesh,lucknow,lucknow  hq region,uttar pradesh,12.811628772520676,4588455.0,1815.0,4588455.0,1815.0,Aditya_Birla_Group,adityabirla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['management', 'finance', 'marketing', 'ip', 'sales', 'financial services', 'credit', nan, 'securities']",9
31,emp0368,dst,full time,under graduate,5.0,nbfc,4.0,5000,others,150000,2,0.0,2,budget housing,2023-12-10,6059,637103,636004.0,0,0,0,0,1,0,0,0,0,0,0,0,122,salem,"western region, coimbatore",tamil nadu,salem,"western region, coimbatore",tamil nadu,22.11060701394105,3480008.0,663.0,3480008.0,663.0,crunchbase,linkedin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['management', 'finance', 'ip', 'sales', 'training', 'ssis', nan]",7
32,emp0313,dst,full time,post graduate,10.0,banking,2.0,0,referral,0,4,0.0,5,affordable housing,2023-05-22,6048,621302,620001.0,0,0,0,1,1,0,0,0,0,0,0,0,324,tiruchirappalli,"central region, trichirapalli",tamil nadu,tiruchirappalli,"central region, trichirapalli",tamil nadu,-1.0,2713858.0,602.0,2713858.0,602.0,suryodaybank,Small_finance_bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
33,emp0597,dst,full time,graduate,4.0,nbfc,2.0,8000,referral,150000,4,0.0,4,mass affluent housing,2022-04-21,6014,524001,524001.0,1,0,0,1,0,1,0,0,0,0,0,0,720,spsr nellore,vijayawada region,andhra pradesh,spsr nellore,vijayawada region,andhra pradesh,-1.0,,,,,Bajaj_Finserv,Bajaj_Finance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,"['ip', 'sales', 'networking']",3
34,emp0688,dst,full time,graduate,1.0,nbfc,4.0,12000,advertisement / job portal,150000,4,2.0,2,sales,2022-09-08,6257,226003,226001.0,1,0,0,0,0,1,0,1,0,0,0,0,580,lucknow,lucknow  hq region,uttar pradesh,lucknow,lucknow  hq region,uttar pradesh,0.6905283323047425,4588455.0,1815.0,4588455.0,1815.0,Indiabulls,wikiwand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ip', 'sales', 'training']",3
35,emp0118,dst,full time,post graduate,4.0,nbfc,4.0,12000,referral,2000000,6,2.0,6,mass affluent housing,2022-01-19,6046,625012,625002.0,0,0,0,1,1,0,1,1,0,0,0,0,812,madurai,"southern region, madurai",tamil nadu,madurai,"southern region, madurai",tamil nadu,5.202178332498375,3191038.0,823.0,3191038.0,823.0,Muthoot_Finance,muthoothousing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['finance', 'ip', 'sales', 'financial services', nan]",5
36,emp0712,dst,,,,nbfc,,12000,referral,1500000,4,,0,mass affluent housing,2023-04-20,6257,228142,226001.0,0,0,0,0,1,0,0,0,0,0,0,0,356,sultanpur,allahabad region,uttar pradesh,lucknow,lucknow  hq region,uttar pradesh,146.76164591425365,3790922.0,855.0,4588455.0,1815.0,Naan,Naan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['saas', 'management', 'marketing', 'ip', 'sales', 'credit', 'banking', 'strategy', 'insurance', 'ssis']",10
37,emp0191,dst,full time,post graduate,3.0,banking,2.0,8000,referral,2000000,6,3.0,3,secured business loan,2022-09-06,6030,605009,605005.0,0,0,0,0,1,0,0,0,0,0,0,0,582,pondicherry,chennai city region,puducherry,pondicherry,chennai city region,puducherry,13.876005892258917,,,,,ICICI_Bank,icicibank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['management', 'marketing', 'communication']",3
38,emp0428,dst,full time,graduate,8.0,banking,6.0,8000,referral,2000000,2,2.0,2,mass affluent housing,2023-05-12,6015,517501,517502.0,0,0,0,0,1,0,0,1,0,0,0,0,334,chittoor,kurnool region,andhra pradesh,chittoor,kurnool region,andhra pradesh,2.300722317816808,1873000.0,273.23,1873000.0,273.23,Yes_Bank,%E0%A4%AF%E0%A5%87%E0%A4%B8_%E0%A4%AC%E0%A5%88%E0%A4%82%E0%A4%95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['finance', 'sales', 'networking', 'ssis', nan]",5
39,emp0626,dst,full time,graduate,3.0,banking,4.0,8000,referral,150000,4,1.0,3,business loans,2022-09-15,6189,410505,410501.0,1,1,0,1,0,0,0,0,0,0,0,0,573,pune,pune region,maharashtra,pune,pune region,maharashtra,20.93448376216135,9426959.0,603.0,9426959.0,603.0,AU_Small_Finance_Bank,aubank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['accounting', 'management', 'finance', 'ip', 'sales', 'emr', 'banking', 'loans', 'financial accounting', 'business development', nan]",11
40,emp0180,dst,full time,post graduate,4.0,nbfc,2.0,12000,referral,2000000,6,2.0,3,secured business loan,2023-06-02,6040,635802,623006.0,1,0,0,1,1,0,0,0,0,0,0,0,313,tirupathur,"western region, coimbatore",tamil nadu,unknown,unknown,unknown,-1.0,,,,,vistaarfinance,linkedin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['management', 'finance', 'ip', 'sales', 'financial services', 'banking', 'training', 'leadership', 'communication', nan]",10
41,emp0207,dst,full time,post graduate,1.0,others,2.0,12000,referral,150000,4,2.0,3,sales,2023-10-31,6035,600078,600010.0,0,0,0,0,0,1,0,0,0,0,0,0,162,chennai,chennai city region,tamil nadu,chennai,chennai city region,tamil nadu,6.12121619404629,7139882.0,17000.0,7139882.0,17000.0,jspiders,qspiders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['management', 'marketing', 'ip', 'trading', 'digital media', 'screening', 'social media', 'training', 'sourcing', 'communication', 'facebook', nan]",12
42,emp0032,dst,full time,graduate,1.5,banking,2.0,5000,referral,2000000,4,2.0,3,sales,2023-09-03,2105,452011,452001.0,1,0,0,0,0,0,0,1,0,0,0,0,220,indore,indore region,madhya pradesh,indore,indore region,madhya pradesh,6.500296181012486,3272335.0,839.0,3272335.0,839.0,Axis_Bank,%E0%A4%90%E0%A4%95%E0%A5%8D%E0%A4%B8%E0%A4%BF%E0%A4%B8_%E0%A4%AC%E0%A5%88%E0%A4%82%E0%A4%95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['management', 'powerpoint', 'finance', 'marketing', 'sales', 'communication', nan]",7
43,emp0604,dst,full time,graduate,4.0,nbfc,2.0,8000,referral,350000,4,1.0,3,affordable housing,2022-12-26,6245,456010,456001.0,0,0,0,0,0,1,0,1,0,0,0,0,471,ujjain,indore region,madhya pradesh,ujjain,indore region,madhya pradesh,1.7491324115554798,1986864.0,356.0,1986864.0,356.0,Bajaj_Finserv,Bajaj_Finance,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['finance', 'ip', 'engineering', 'analysis', 'automobile', nan]",6
44,emp0563,dst,full time,post graduate,11.0,insurance,4.0,12000,direct application,350000,6,1.0,6,affordable housing,2023-05-22,6349,422103,422103.0,0,0,0,0,1,1,0,0,0,0,0,0,324,nashik,navi mumbai region,maharashtra,nashik,navi mumbai region,maharashtra,-1.0,6109052.0,393.0,6109052.0,393.0,renewbuy,renewbuy,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['accounting', 'management', 'marketing', 'ip', 'sales', 'contractors', 'networking', 'food', 'insurance', 'financial accounting', 'leadership', 'security', nan, 'vehicles']",14
45,emp0577,dst,full time,graduate,2.0,banking,2.0,12000,direct application,150000,6,1.0,0,affordable housing,2022-10-10,6360,244713,244713.0,0,1,0,0,0,1,0,0,0,0,0,0,548,udam singh nagar,divreportingcircle,uttarakhand,udam singh nagar,divreportingcircle,uttarakhand,-1.0,,,,,HDFC_Bank,hdfcbank,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ip', 'financial services', 'customer service', 'communication', nan]",5
46,emp0897,dst,,,,nbfc,,12000,external consultant,1500000,4,,2,sales,2021-11-15,6020,500008,500029.0,1,0,0,0,0,0,1,0,0,0,0,0,877,hyderabad,hyderabad city region,telangana,hyderabad,hyderabad city region,telangana,14.551448717525984,3943323.0,18172.0,3943323.0,18172.0,Naan,Naan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
47,emp0771,dst,,,0.0,nbfc,0.0,20000,referral,350000,4,,2,sales,2022-06-30,6115,382424,380009.0,0,0,0,0,0,0,1,0,0,0,0,0,650,gandhinagar,ahmedabad hq region,gujarat,ahmadabad,ahmedabad hq region,gujarat,9.124516488716536,1387478.0,660.0,,,Naan,Naan,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['data entry', 'ssis']",2
48,emp0025,dst,full time,graduate,10.0,nbfc,2.0,12000,referral,2000000,4,1.0,3,affordable housing,2022-03-01,2162,422009,422005.0,1,0,0,1,1,0,0,1,0,0,0,0,771,nashik,navi mumbai region,maharashtra,nashik,navi mumbai region,maharashtra,3.895097736520846,6109052.0,393.0,6109052.0,393.0,Shriram_Group,shriramfortune,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['finance', 'ip', nan]",3
49,emp0670,dst,full time,graduate,3.5,nbfc,4.0,12000,referral,1000000,6,1.0,2,business loans,2022-07-18,6297,110084,110050.0,0,0,0,1,0,1,0,0,0,0,0,0,632,north,divreportingcircle,delhi,unknown,unknown,unknown,-1.0,,,,,IDFC_First_Bank,idfcfirstbank,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['ip', 'financial services', nan]",3
50,emp0889,dst,,,0.0,nbfc,0.0,8000,referral,1500000,6,,2,mass affluent housing,2023-06-03,6390,380051,382110.0,0,0,0,0,1,0,0,0,0,0,0,0,312,ahmadabad,ahmedabad hq region,gujarat,ahmadabad,ahmedabad hq region,gujarat,18.835607792981303,,,,,Naan,Naan,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['ip', 'sales', 'training']",3
